episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
0,64.0,2.12503198930128,1.1246472835691657,-5.8471506605576415,0.0,0.6,2,0.5,False,True,12.459300284821255,19,23.11822180235112,6.567,in_progress,0.0,0
0,65.0,2.1718770249458266,1.1218941258929234,-5.385391246445372,0.0,0.6,2,0.5,False,True,12.65736794651694,19,23.11822180235112,6.639,in_progress,0.0,0
0,66.0,2.2200437423391772,1.1208926313922742,-4.541247638875034,0.0,0.6,2,0.5,False,True,12.862298573205432,20,23.11822180235112,6.7010000000000005,in_progress,0.0,0
0,67.0,2.2616481360880805,1.1200843498674773,-3.9516872837205024,0.0,0.6,2,0.5,False,True,13.03934862422445,20,23.11822180235112,6.764,in_progress,0.0,0
0,68.0,2.3033734952864737,1.118186796936733,-3.745555289777795,0.0,0.6,2,0.5,False,True,13.22236329474106,20,23.11822180235112,6.831,in_progress,0.0,0
0,69.0,2.348365911793805,1.116445266724895,-3.446814427356285,0.0,0.6,2,0.5,False,True,13.413513495380744,21,23.11822180235112,6.899,in_progress,0.0,0
0,70.0,2.3941415811164855,1.1149966229688582,-3.1694368759318228,0.0,0.6,2,0.5,False,True,13.608206159669193,21,23.11822180235112,6.9670000000000005,in_progress,0.0,0
0,71.0,2.435349007728453,1.114167708538396,-2.7941461199568707,0.0,0.6,2,0.5,False,True,13.845645188174279,21,23.11822180235112,7.037,in_progress,0.0,0
0,72.0,2.4787481878815303,1.1148340107165815,-2.141288474210574,0.0,0.6,2,0.5,False,True,14.032906681244608,21,23.11822180235112,7.1,in_progress,0.0,0
0,73.0,2.5221870998297757,1.114811060370136,-1.7774103254740017,0.0,0.6,2,0.5,False,True,14.220078983091542,22,23.11822180235112,7.173,in_progress,0.0,0
0,74.0,2.5670928889415143,1.1143047820609664,-1.5682881001061042,0.0,0.6,2,0.5,False,True,14.522629824624905,22,23.11822180235112,7.234,in_progress,0.0,0
0,75.0,2.608725389940204,1.1150261820815863,-1.1241800011509238,-15.0,0.6,1,0.5,False,True,14.702577063193456,23,23.11822180235112,7.299,in_progress,0.0,0
0,76.0,2.6507296192397636,1.1099657610398606,-2.0650669757672615,-15.0,0.6,1,0.5,False,True,14.884768991967585,23,23.11822180235112,7.373,in_progress,0.0,0
0,77.0,2.6968125324153074,1.1019663308648004,-3.524435128777188,-15.0,0.6,1,0.5,False,True,15.197754970903423,23,23.11822180235112,7.434,in_progress,0.0,0
0,78.0,2.737238234172192,1.0940424509472553,-4.747988488657335,-15.0,0.6,1,0.5,False,True,15.375681775362693,24,23.11822180235112,7.502,in_progress,0.0,0
0,79.0,2.7785588713487113,1.0811714201450409,-6.736476989268174,-15.0,0.6,1,0.5,False,True,15.560405836778832,24,23.11822180235112,7.57,in_progress,0.0,0
0,80.0,2.8215455124491853,1.0682620913836105,-8.562185084511196,-15.0,0.6,1,0.5,False,True,15.933931082266897,24,23.11822180235112,7.633,in_progress,0.0,0
0,81.0,2.8652875045457105,1.0512443681167942,-10.849600156718305,-15.0,0.6,1,0.5,False,True,16.136610879808792,25,23.11822180235112,7.702,in_progress,0.0,0
0,82.0,2.9052802076940147,1.033925698168236,-13.023051954352868,-15.0,0.6,1,0.5,False,True,16.514183381769758,25,23.11822180235112,7.772,in_progress,0.0,0
0,83.0,2.943117383466702,1.0174476741608667,-14.808973224407934,-15.0,0.6,1,0.5,False,True,16.69209477421226,26,23.11822180235112,7.839,in_progress,0.0,0
0,84.0,2.981980025819571,0.9973732222886015,-16.738370015028877,-15.0,0.6,1,0.5,False,True,16.88127631421904,26,23.11822180235112,7.904,in_progress,0.0,0
0,85.0,3.019335501834046,0.9755285751172017,-18.75961006593945,-15.0,0.6,1,0.5,False,True,17.23357240221806,26,23.11822180235112,7.968,in_progress,0.0,0
0,86.0,3.0560375330073954,0.9534796780819941,-20.866193933735243,-15.0,0.6,1,0.5,False,True,17.417575627024608,27,23.11822180235112,8.031,in_progress,0.0,0
0,87.0,3.090267408449741,0.9296183202789989,-23.068038472581055,-15.0,0.6,1,0.5,False,True,17.733670731445017,27,23.11822180235112,8.101,in_progress,0.0,0
0,88.0,3.1260268460248737,0.9039325517951315,-25.16288700078397,-15.0,0.6,1,0.5,False,True,17.92133488583892,27,23.11822180235112,8.166,in_progress,0.0,0
0,89.0,3.1585914550062255,0.8781452779486806,-27.397387887321603,-15.0,0.6,1,0.5,False,True,18.099625827153815,28,23.11822180235112,8.239,in_progress,0.0,0
0,90.0,3.191515769195139,0.8498348719100637,-29.70146731698409,-15.0,0.6,1,0.5,False,True,18.37464263387233,28,23.11822180235112,8.298,in_progress,0.0,0
0,91.0,3.223828454266191,0.8194957623540124,-32.130960808410705,-15.0,0.6,1,0.5,False,True,18.564551285871307,28,23.11822180235112,8.368,in_progress,0.0,0
0,92.0,3.255169393998557,0.7882508831069958,-34.409366279904596,0.0,0.6,2,0.5,False,True,18.754868463146426,29,23.11822180235112,8.434,in_progress,0.0,0
0,93.0,3.2891474646834,0.7590109568355065,-35.55441253661094,0.0,0.6,2,0.5,False,True,18.982201401807895,29,23.11822180235112,8.502,in_progress,0.0,0
0,94.0,3.324131976462377,0.7297171032591147,-36.34154147651996,0.0,0.6,2,0.5,False,True,19.17394443570732,29,23.11822180235112,8.568,in_progress,0.0,0
0,95.0,3.3557368632168183,0.7029245567209761,-37.014707789727964,0.0,0.6,2,0.5,False,True,19.348309313181254,30,23.11822180235112,8.631,in_progress,0.0,0
0,96.0,3.3900699559687193,0.6759962648999939,-37.19999619183631,0.0,0.6,2,0.5,False,True,19.530140201059748,30,23.11822180235112,8.705,in_progress,0.0,0
0,97.0,3.4229467836464087,0.647309571215442,-37.87751558846865,0.0,0.6,2,0.5,False,True,19.673277085340757,30,23.11822180235112,8.767,in_progress,0.0,0
0,98.0,3.4552425774678537,0.6209140415096532,-38.11736416616645,0.0,0.6,2,0.5,False,True,19.850553251853512,30,23.11822180235112,8.835,in_progress,0.0,0
0,99.0,3.491309211674794,0.5934264291696594,-37.946256156457295,0.0,0.6,2,0.5,False,True,20.04193712274406,31,23.11822180235112,8.904,in_progress,0.0,0
0,100.0,3.5226555719017774,0.5667804692542049,-38.30179091922838,0.0,0.6,2,0.5,False,True,20.217401485787587,31,23.11822180235112,8.969,in_progress,0.0,0
0,101.0,3.555612231219035,0.5393082429453027,-38.56199314010024,15.0,0.6,3,0.5,False,True,20.346279954102307,31,23.11822180235112,9.033,in_progress,0.0,0
0,102.0,3.593327513836626,0.5153035439057787,-37.44127971871534,15.0,0.6,3,0.5,False,True,20.535817361217124,31,23.11822180235112,9.109,in_progress,0.0,0
0,103.0,3.6401547111926478,0.4936282180757017,-34.862332274652935,15.0,0.6,3,1.0,False,True,20.746756457310067,32,23.11822180235112,9.169,in_progress,0.0,0
0,104.0,3.678063198003086,0.4780443803356621,-32.76210573701271,0.0,0.6,2,1.0,False,True,20.906472957217414,32,23.11822180235112,9.239,in_progress,0.0,0
0,105.0,3.718975126250933,0.4587550023705117,-31.267631249713272,0.0,0.6,2,1.0,False,True,21.066143397755056,32,23.11822180235112,9.299,in_progress,0.0,0
0,106.0,3.753538387962423,0.4391318087696755,-31.002342708608477,0.0,0.6,2,1.0,False,True,21.23632953836361,33,23.11822180235112,9.369,in_progress,0.0,0
0,107.0,3.797608819445806,0.4169111796965107,-30.150191597168376,0.0,0.6,2,1.0,False,True,21.445915091679154,33,23.11822180235112,9.431000000000001,in_progress,0.0,0
0,108.0,3.834218648263577,0.3976213895836697,-29.688001634282113,0.0,0.6,2,1.0,False,True,21.600392466513796,33,23.11822180235112,9.499,in_progress,0.0,0
0,109.0,3.8740185499686848,0.37811924843061523,-29.066168835632613,0.0,0.6,2,1.0,False,True,21.791246197213624,33,23.11822180235112,9.568,in_progress,0.0,0
0,110.0,3.9150186199016637,0.3593420658433887,-28.244354112204004,0.0,0.6,2,1.0,False,True,21.984884199457074,34,23.11822180235112,9.632,in_progress,0.0,0
0,111.0,3.951181560331598,0.3410898576253538,-27.965222623105095,0.0,0.6,2,1.0,False,True,22.159501653390134,34,23.11822180235112,9.7,in_progress,0.0,0
0,112.0,3.988988440828498,0.3219453726464976,-27.764738084522236,15.0,0.6,3,1.0,False,True,22.328099688153078,34,23.11822180235112,9.763,in_progress,0.0,0
0,113.0,4.03860561736837,0.30522242032481567,-25.788230541570908,15.0,0.6,3,1.0,False,True,22.5528372011156,35,23.11822180235112,9.833,in_progress,0.0,0
0,114.0,4.081734793616596,0.2971592262087775,-23.146790926261605,0.0,0.6,2,1.0,False,True,22.736023435085986,35,23.11822180235112,9.9,in_progress,0.0,0
0,115.0,4.118903048336026,0.2882477275222067,-21.62137632576956,0.0,0.6,2,1.0,False,True,22.89414574735274,35,23.11822180235112,9.962,in_progress,0.0,0
0,116.0,4.161139264523782,0.2750748428753292,-20.864935734350226,0.0,0.6,2,1.0,False,True,23.085312526307742,35,23.11822180235112,10.03,in_progress,0.0,0
0,117.0,4.200528214527051,0.26149828187346524,-20.54019464322609,15.0,0.6,3,1.0,False,True,23.26550342222232,36,23.11822180235112,10.096,in_progress,0.0,0
0,118.0,4.240766286614102,0.25148465950186605,-19.439390998146113,0.0,0.6,2,1.0,False,True,23.443873910206324,36,23.11822180235112,10.167,in_progress,0.0,0
0,119.0,4.287848158725863,0.2400588021626197,-18.3093002776706,15.0,0.6,3,1.0,False,True,23.65333310180438,36,23.11822180235112,10.236,in_progress,0.0,0
0,120.0,4.333619666976367,0.23502885202688206,-16.03444739599735,0.0,0.6,2,1.0,False,True,23.850583065113938,37,23.11822180235112,10.302,in_progress,0.0,0
0,121.0,4.378147804535883,0.2308512980889342,-14.10832078522105,0.0,0.6,2,1.0,False,True,24.041712386886744,37,23.11822180235112,10.377,in_progress,0.0,0
0,122.0,4.424500493119624,0.22133090923533077,-13.6233501282387,0.0,0.6,2,1.0,False,True,24.2530397258704,37,23.11822180235112,10.434,in_progress,0.0,0
0,123.0,4.460722485168832,0.21458643857182996,-13.150297971722251,0.0,0.6,2,1.0,False,True,24.412313402739752,37,23.11822180235112,10.498,in_progress,0.0,0
0,124.0,4.500067333934399,0.207149508450447,-12.782842450981645,15.0,0.6,3,1.0,False,True,24.585389803683345,38,23.11822180235112,10.568,in_progress,0.0,0
0,125.0,4.546468729305677,0.20569918897774372,-10.718933035267492,15.0,0.6,3,1.0,False,True,24.78482198458898,38,23.11822180235112,10.634,in_progress,0.0,0
0,126.0,4.5913297928434345,0.20949216004798746,-7.8752369378740115,0.0,0.6,2,1.0,False,True,24.9856474471419,39,23.11822180235112,10.7,in_progress,0.0,0
0,127.0,4.630663299041,0.20902741987234966,-6.71521828586048,0.0,0.6,2,1.0,False,True,25.155687274151084,40,23.11822180235112,10.771,in_progress,0.0,0
0,128.0,4.682422115429839,0.20602224706731914,-6.001242990858843,0.0,0.6,2,1.0,False,True,25.379941150376812,40,23.11822180235112,10.838000000000001,in_progress,0.0,0
0,129.0,4.724182928142201,0.20474105138000873,-5.262475218240165,0.0,0.6,2,1.0,False,True,25.570916658774127,40,23.11822180235112,10.903,in_progress,0.0,0
0,130.0,4.765533611341027,0.2035787151022201,-4.634139770837092,15.0,0.6,3,1.0,False,True,25.749355376273343,40,23.11822180235112,10.965,in_progress,0.0,0
0,131.0,4.805602189484214,0.20777526195143411,-2.8431851657584746,0.0,0.6,2,1.0,False,True,25.92333246901408,41,23.11822180235112,11.029,in_progress,0.0,0
0,132.0,4.850040477403839,0.2139184729503612,-0.8047066003620702,0.0,0.6,2,1.0,False,True,26.116582364221646,41,23.11822180235112,11.102,in_progress,0.0,0
0,133.0,4.895345906476231,0.21505878009143614,-0.38865873294985726,0.0,0.6,2,1.0,False,True,26.321706672676115,41,23.11822180235112,11.169,in_progress,0.0,0
0,134.0,4.943095593279136,0.21863564855976367,0.5383308808956142,15.0,0.6,3,1.0,False,True,26.528490157976186,42,23.11822180235112,11.232,in_progress,0.0,0
0,135.0,4.987473505315126,0.22805981971024,2.656833172064048,15.0,0.6,3,1.0,False,True,26.72414860258712,42,23.11822180235112,11.302,in_progress,0.0,0
0,136.0,5.028784207577552,0.2417048091992982,5.422308815202256,0.0,0.6,2,1.0,False,True,26.920388546850994,42,23.11822180235112,11.367,in_progress,0.0,0
0,137.0,5.073814449007356,0.2550415762741216,7.531133665717388,0.0,0.6,2,1.0,False,True,27.123041437433105,43,23.11822180235112,11.432,in_progress,0.0,0
0,138.0,5.113942178462239,0.2631531022471878,8.205891747254284,0.0,0.6,2,1.0,False,True,27.300097132692425,43,23.11822180235112,11.503,in_progress,0.0,0
0,139.0,5.15639190584804,0.2708832564234284,8.566528875008187,0.0,0.6,2,1.0,False,True,27.500687925963955,43,23.11822180235112,11.563,in_progress,0.0,0
0,140.0,5.19973871974858,0.2801572927578677,9.202251722356952,0.0,0.6,2,1.0,False,True,27.691086652388407,43,23.11822180235112,11.633,in_progress,0.0,0
0,141.0,5.242074388400102,0.2893318767375664,9.738169524185961,15.0,0.6,3,1.0,False,True,27.877207468324965,44,23.11822180235112,11.7,in_progress,0.0,0
0,142.0,5.283288617521366,0.30331687968622656,11.294226756395929,15.0,0.6,3,1.0,False,True,28.06546686766533,44,23.11822180235112,11.769,in_progress,0.0,0
0,143.0,5.323783806734745,0.322843163754913,13.919910904374337,15.0,0.6,3,1.0,False,True,28.268311239414224,44,23.11822180235112,11.837,in_progress,0.0,0
0,144.0,5.361530656761574,0.3430775710576984,16.244310744780417,0.0,0.6,2,1.0,False,True,28.453254479786704,45,23.11822180235112,11.896,in_progress,0.0,0
0,145.0,5.397461925193374,0.3615651519256627,18.08482002792931,0.0,0.6,2,1.0,False,True,28.62789559932517,45,23.11822180235112,11.965,in_progress,0.0,0
0,146.0,5.442823524629816,0.38082764566756033,19.03610753525121,0.0,0.6,2,1.0,False,True,28.848117849284982,45,23.11822180235112,12.039,in_progress,0.0,0
0,147.0,5.48186580284435,0.3972852132943722,19.674900224323437,0.0,0.6,2,1.0,False,True,29.03022642379847,45,23.11822180235112,12.103,in_progress,0.0,0
0,148.0,5.52226320633018,0.41499918507353295,20.371119558083155,0.0,0.6,2,1.0,False,True,29.220106997423738,46,23.11822180235112,12.164,in_progress,0.0,0
0,149.0,5.560563823659161,0.4314600260090692,20.87801682600442,0.0,0.6,2,1.0,False,True,29.399425245444593,46,23.11822180235112,12.232,in_progress,0.0,0
0,150.0,5.598366708093708,0.44686459491986963,21.083035669205017,0.0,0.6,2,1.0,False,True,29.57480184744764,46,23.11822180235112,12.309,in_progress,0.0,0
0,151.0,5.64265063869372,0.46579305033600316,21.472532122693256,0.0,0.6,2,1.0,False,True,29.780569776152277,47,23.11822180235112,12.372,in_progress,0.0,0
0,152.0,5.679365819261938,0.48221353188551913,21.916966855686024,15.0,0.6,3,1.0,False,True,29.952841438816684,47,23.11822180235112,12.43,in_progress,0.0,0
0,153.0,5.713043820403624,0.501025568207074,23.12746943527553,0.0,0.6,2,1.0,False,True,30.116377388534023,47,23.11822180235112,12.501,in_progress,0.0,0
0,154.0,5.755070463335658,0.5229655570679898,23.969612015114738,15.0,0.6,3,1.0,False,True,30.319835761790177,47,23.11822180235112,12.564,in_progress,0.0,0
0,155.0,5.793261679159413,0.5480240011415096,25.701583790496237,15.0,0.6,3,1.0,False,True,30.5173542516816,48,23.11822180235112,12.633,in_progress,0.0,0
0,156.0,5.827969002083795,0.5770933632592827,28.34769092192402,0.0,0.6,2,1.0,False,True,30.70872139764741,48,23.11822180235112,12.705,in_progress,0.0,0
0,157.0,5.865255776523376,0.6032786931954244,29.583557484749544,0.0,0.6,2,1.0,False,True,30.905658060550937,48,23.11822180235112,12.77,in_progress,0.0,0
0,158.0,5.901229806746485,0.6281617556239457,30.5019815764587,0.0,0.6,2,1.0,False,True,31.09466389989147,49,23.11822180235112,12.832,in_progress,0.0,0
0,159.0,5.93501686085577,0.6525488559546503,31.4150775569864,0.0,0.6,2,1.0,False,True,31.274845432862275,49,23.11822180235112,12.897,in_progress,0.0,0
0,160.0,5.971654425610166,0.6761476896273096,31.65836945580433,0.0,0.6,2,1.0,False,True,31.45793255415279,49,23.11822180235112,12.974,in_progress,0.0,0
0,161.0,6.011010611077523,0.7031153204570048,32.21055365095981,0.0,0.6,2,1.0,False,True,31.66345397536424,49,23.11822180235112,13.039,in_progress,0.0,0
0,162.0,6.046363139813662,0.7274902514329834,32.67343454903767,0.0,0.6,2,1.0,False,True,31.848483585894616,50,23.11822180235112,13.098,in_progress,0.0,0
0,163.0,6.078415976906525,0.7498067178858416,33.03720531400247,0.0,0.6,2,1.0,False,True,32.015302546864056,50,23.11822180235112,13.167,in_progress,0.0,0
0,164.0,6.1126616469617145,0.7755380601129412,33.724973113368236,0.0,0.6,2,1.0,False,True,32.19547865828283,50,23.11822180235112,13.237,in_progress,0.0,0
0,165.0,6.150105126732293,0.8022562727342887,34.058150537585526,0.0,0.6,2,1.0,False,True,32.39331440199949,51,23.11822180235112,13.301,in_progress,0.0,0
